"Entrez_ID","HGNC Symbol","MCF7_EV","MCF7_EVA","MCF7_EVAS","MCF7_OV","MCF7_OVA_1","MCF7_OVA_2","MCF7_OVAS_1","MCF7_OVAS_2","ZR751_EV","ZR751_EVA","ZR751_OV","ZR751_OVA"
57459,"GATAD2B",143,94,69,112,40,103,68,93,63,83,48,48
9909,"DENND4B",10491,9426,7062,11234,5717,8273,6727,9066,7572,8853,7813,6880
200186,"CRTC2",7321,5754,5124,7426,4378,5616,5287,6937,4327,5445,4210,4135
27173,"SLC39A1",25375,20045,17368,27294,14327,19009,18370,21096,16740,22115,17151,15210
102465441,"MIR6737",0,0,0,2,0,1,0,0,0,3,2,0
148327,"CREB3L4",10718,8627,8910,11916,6447,8072,9057,9873,7888,10856,7954,8287
10899,"JTB",16472,15223,14519,19956,13741,18472,13571,13503,13296,17890,14914,12756
5872,"RAB13",9542,6964,7288,10860,6981,8200,8139,7825,5403,8225,6240,5673
6232,"RPS27",42648,27811,32405,51493,33871,38313,29566,26853,13214,19023,16882,14311
91181,"NUP210L",2543,2133,1915,2604,1330,1947,2097,2084,19,23,19,28
100847024,"MIR5698",0,0,0,0,4,0,0,0,0,0,1,1
7170,"TPM3",34107,30930,26593,38704,20741,30416,27948,28455,30242,41024,31912,29737
100126346,"MIR190B",0,0,0,0,0,0,0,0,0,0,0,0
388701,"CFAP141",1,2,0,2,4,4,3,0,1,1,2,2
25912,"C1orf43",20648,18455,16680,23621,14128,19259,16694,16129,16459,22799,16422,15259
9898,"UBAP2L",30155,28164,20656,31543,16144,22386,24469,27268,16815,21470,15695,16200
10456,"HAX1",12133,10146,8072,12664,8414,9681,9180,9711,6357,9945,6652,6842
89872,"AQP10",2,0,0,0,1,0,0,1,0,0,0,0
57198,"ATP8B2",15489,11825,10209,15762,5814,8498,11354,13654,700,850,812,682
3570,"IL6R",549,832,521,502,614,787,554,761,389,538,350,386
126669,"SHE",2,2,1,3,1,1,1,2,0,2,1,2
126668,"TDRD10",1,2,0,0,3,1,0,0,7,3,2,0
55585,"UBE2Q1",11140,9798,9010,11953,6733,9270,10064,10133,7776,10349,7896,7526
100874097,"UBE2Q1-AS1",11,10,12,16,2,5,9,26,11,15,18,13
1141,"CHRNB2",53,41,41,54,30,50,36,40,125,139,99,124
103,"ADAR",114166,104117,68449,109361,51709,71936,82255,97575,53266,51800,43004,43955
3782,"KCNN3",4,4,5,6,6,6,7,7,3,4,3,6
10654,"PMVK",4702,3360,3557,5270,4050,4448,3008,3673,2888,4021,3331,2636
57326,"PBXIP1",4299,2697,2908,4759,2256,2701,2993,3894,5062,7182,5248,4545
90780,"PYGO2",8093,6991,5703,8482,4596,6161,5923,7080,4341,5352,4160,4063
101928120,NA,12,5,14,26,15,33,7,4,4,3,9,1
6464,"SHC1",9715,8613,6168,10171,5765,7546,7289,9346,5707,7524,5487,5215
1163,"CKS1B",4551,3399,3354,5158,2918,3970,3505,3253,1866,2743,2015,1889
100423020,"MIR4258",18,29,11,28,5,13,12,15,15,21,29,15
80308,"FLAD1",7079,6192,5226,7619,5358,6151,5127,6211,5965,8030,6110,5987
55891,"LENEP",11,10,3,5,4,7,6,7,4,3,2,2
51043,"ZBTB7B",5090,4763,3545,5557,3364,4607,3079,4816,5329,6462,5245,4190
127579,"DCST2",414,288,345,493,264,330,306,385,186,181,165,192
149095,"DCST1",136,97,100,132,74,109,116,146,105,93,99,109
100505666,NA,330,271,268,293,225,324,257,307,226,290,292,251
8751,"ADAM15",20279,19028,14751,22211,14898,19407,14117,20610,31235,41298,32146,26599
1945,"EFNA4",1499,1084,1085,1631,909,1086,978,1267,1185,1552,1291,1201
1944,"EFNA3",2206,1501,1559,2314,1309,1684,1575,1812,2047,2879,2439,2157
1942,"EFNA1",46043,18951,16795,57707,16072,17659,20128,15832,5271,6368,5541,4759
55974,"SLC50A1",10921,7970,7397,11250,6459,8328,7522,8157,11462,15949,12768,11192
54344,"DPM3",938,620,880,1480,885,1298,406,542,997,1256,1580,811
200185,"KRTCAP2",8261,5863,6154,8977,6658,7964,5967,5419,6197,7972,7297,6443
80128,"TRIM46",751,786,614,912,485,752,474,659,1381,1654,1704,1366
4582,"MUC1",15058,12379,8763,12976,12156,12349,9323,12590,97356,123296,91794,93225
693235,"MIR92B",2,0,0,0,1,0,0,0,0,0,0,0
7059,"THBS3",5340,4064,3880,5368,2838,3632,4018,4621,6081,7269,6565,6370
4580,"MTX1",2330,1972,1864,2412,1529,1978,1723,1989,3034,4117,3823,3147
2630,"",149,99,72,146,127,105,114,143,99,147,120,108
2629,"GBA1",5,6,4,8,6,3,7,6,3,15,5,1
10712,"ENTREP3",0,0,0,0,0,0,1,0,0,0,3,0
10067,"SCAMP3",1,3,1,2,0,0,0,2,1,2,0,1
1196,"CLK2",2,1,0,2,0,0,0,1,0,1,0,1
57657,"HCN3",0,1,0,0,0,0,0,1,1,0,0,0
5313,"PKLR",2,0,4,9,2,1,0,0,0,0,0,0
2224,"FDPS",11682,9406,7975,12511,8022,8783,8405,9572,8863,14780,9510,9768
284618,"RUSC1-AS1",56,32,35,67,36,31,24,39,51,27,41,37
23623,"RUSC1",16551,13711,12348,19043,10840,14758,10342,12662,15109,18831,15972,13406
55870,"ASH1L",10737,9958,7546,10770,3804,6371,9004,9275,9442,10715,8547,8566
693140,"MIR555",0,0,0,0,0,0,0,1,0,0,0,0
645682,"POU5F1P4",4,4,2,5,2,4,8,1,7,0,4,2
645676,"ASH1L-AS1",322,266,261,447,243,295,208,226,61,83,85,61
55154,"MSTO1",1413,1509,1129,1424,1089,1507,1284,1294,1039,1375,1155,1148
55249,"YY1AP1",10461,8107,7118,10741,6271,7289,8172,8848,6348,8444,6089,5983
7818,"DAP3",17082,16056,13873,19351,11880,15809,15023,14538,8318,12146,8873,8946
100129405,NA,278,369,243,311,151,320,260,287,309,405,263,315
54856,"GON4L",6491,5509,4219,6744,2934,4014,5229,5778,4970,6043,4652,4657
23208,"SYT11",4,4,2,3,2,1,5,1,13,19,7,9
6016,"RIT1",1751,1476,1478,1906,886,1287,1388,1235,2442,3545,2140,2487
22889,"KHDC4",3405,2489,2500,3702,1559,2172,2434,2499,3178,2835,3607,3614
677823,"SNORA80E",12,13,16,12,2,7,10,12,6,3,6,2
677771,"SCARNA4",7,19,13,13,2,11,8,7,10,7,8,15
339403,"RXFP4",1,6,1,2,0,5,2,1,6,9,2,5
9181,"ARHGEF2",3894,3590,2803,4220,2317,3176,2830,3518,5615,7794,5475,5224
102465442,"MIR6738",3,0,1,0,0,0,0,0,0,1,2,0
105371729,"",10,9,6,9,2,7,9,13,12,10,5,12
6746,"SSR2",21592,16766,14112,22080,14481,17366,15425,17066,11825,16868,11925,11961
56893,"UBQLN4",9003,8099,5835,9174,5297,6816,6644,8038,4768,6166,4345,4216
28956,"LAMTOR2",4791,3403,3574,5601,4184,4153,3210,3645,2969,4688,3598,3144
57111,"RAB25",12914,10848,9335,14220,9201,11464,9365,10575,10475,15145,10821,10662
92312,"MEX3A",2611,2075,1768,2710,1370,1836,1739,1954,1063,1147,1236,955
4000,"LMNA",52679,34705,31582,66020,32818,39408,23283,32520,31842,39188,35756,26269
64218,"SEMA4A",2633,2323,1858,2659,1413,2044,1861,2301,2622,3426,2450,2279
9673,"SLC25A44",7905,6812,5430,7884,4511,5677,6362,7427,4998,6695,4503,4742
11243,"PMF1",2380,1752,1716,2639,1665,1903,1600,1770,848,1257,1119,951
100527963,"PMF1-BGLAP",0,0,0,0,0,0,0,0,0,0,0,0
632,"BGLAP",6,8,4,5,5,2,1,4,7,11,6,5
79957,"PAQR6",1980,1521,1614,2207,1203,1683,1162,1560,1974,2211,2112,1943
23381,"SMG5",17646,15514,12263,18350,10173,12572,12609,16768,14900,18882,13502,12959
84283,"TMEM79",1376,985,892,1511,757,937,810,999,2050,2848,2303,2151
112770,"GLMP",4980,3827,3271,5195,2847,3542,3065,4149,2900,3954,2643,2655
391104,"VHLL",1,0,0,0,0,2,0,0,2,4,2,0
7203,"CCT3",42219,39596,30463,47912,31151,37965,33125,36222,26684,37993,26306,26522
128229,"TSACC",80,58,78,77,51,75,71,86,88,107,90,94
57127,"RHBG",685,327,389,642,208,293,287,379,184,166,201,153
10485,"MIR9-1HG",19,13,28,15,9,14,13,15,15,26,22,18
407046,"MIR9-1",0,0,0,0,0,0,0,0,0,0,0,0
4209,"MEF2D",10299,7463,5959,12133,5690,6145,6887,7982,7448,10137,7208,6829
128239,"IQGAP3",8440,6271,5446,8465,3576,5337,5826,7807,11127,13684,12016,11519
164118,"TTC24",7,4,3,3,0,5,1,2,1,0,1,6
128240,"NAXE",10651,9641,8056,11721,9365,10957,8582,9211,7080,10113,7391,6908
54865,"GPATCH4",6038,5321,4155,7207,5357,5810,4825,4498,2699,3966,2596,2601
101928177,NA,5,5,4,7,5,15,5,2,0,0,0,0
60484,"HAPLN2",9,12,11,15,11,13,9,14,2,2,2,1
63827,"BCAN",88,86,55,121,67,83,45,91,1,4,4,1
10763,"NES",1080,733,468,1063,690,797,528,735,226,282,249,215
1382,"CRABP2",22673,18740,18519,26268,16967,19511,18236,19512,36874,49589,42146,37334
81875,"ISG20L2",9597,8612,6220,10760,5923,7634,7508,8183,5866,8092,5810,5781
51093,"METTL25B",3176,2569,2270,3700,1995,2596,2028,2673,3281,4154,3544,3175
79590,"MRPL24",8847,7311,7178,9882,7342,8145,6872,7288,4996,7572,5667,5638
3068,"HDGF",61120,52074,44859,63497,40786,49050,49494,55183,30710,43166,29095,30602
5546,"PRCC",11550,9350,8148,12362,8362,9843,8527,9484,5170,6667,5487,4579
9047,"SH2D2A",20,28,14,22,38,30,20,23,50,80,63,65
4914,"NTRK1",2,7,4,5,6,6,6,6,4,6,9,2
3645,"INSRR",2,2,1,2,1,0,0,0,6,3,0,2
375033,"PEAR1",3,11,8,13,12,7,14,8,7,14,7,14
149499,"LRRC71",16,13,17,15,12,18,15,18,34,42,24,38
9826,"ARHGEF11",7457,7068,5119,7605,4055,5190,5936,6777,8584,10109,7576,7261
768220,"MIR765",8,2,3,6,4,7,2,3,3,4,5,8
440695,"ETV3L",0,0,0,1,1,1,0,0,0,0,0,0
2117,"ETV3",4150,4149,3342,4052,2317,3156,3647,3942,2993,4248,2665,2779
360155,"CYCSP52",5,5,2,2,3,4,1,9,7,6,1,6
83416,"FCRL5",0,0,0,0,0,0,0,0,1,0,0,0
83417,"FCRL4",0,0,0,0,0,0,0,0,1,1,0,0
115352,"FCRL3",0,0,1,0,0,0,0,0,0,0,2,0
79368,"FCRL2",0,0,0,0,0,0,0,0,0,0,0,0
115350,"FCRL1",0,0,0,0,0,1,0,0,0,0,0,0
922,"CD5L",0,0,0,0,0,0,0,0,0,1,0,0
55243,"KIRREL1",1,0,1,0,0,0,1,0,47,40,44,25
646268,"LINC01704",0,0,0,2,2,0,0,0,0,0,0,0
912,"CD1D",5,3,1,6,0,1,0,0,0,0,0,1
909,"CD1A",0,0,0,0,0,2,0,0,0,0,0,0
911,"CD1C",1,1,2,1,0,1,3,2,0,0,0,0
910,"CD1B",1,1,5,1,0,5,3,0,0,0,0,0
913,"CD1E",0,0,5,4,1,1,1,3,0,0,0,1
128360,"OR10T2",18,14,7,25,10,21,22,14,0,0,0,0
391107,"OR10K2",6,12,7,5,0,11,11,4,0,0,0,0
391109,"OR10K1",0,0,0,0,0,0,0,0,0,0,0,0
343406,"OR10R2",0,0,0,0,0,0,0,0,0,0,0,0
391112,"OR6Y1",0,0,0,0,0,0,0,0,0,0,0,0
128366,"OR6P1",0,0,0,0,0,0,0,0,0,0,0,0
128367,"OR10X1",0,0,0,0,0,0,0,0,0,0,0,0
128368,"OR10Z1",0,0,0,0,0,0,0,0,0,0,0,0
6708,"SPTA1",8,3,3,6,4,2,4,4,0,1,0,1
81448,"OR6K2",0,0,0,0,0,0,0,0,0,0,0,0
391114,"OR6K3",0,0,0,0,0,0,0,0,0,0,0,0
128371,"OR6K6",0,0,0,0,0,0,0,0,0,0,0,0
128372,"OR6N1",0,0,0,0,0,0,0,0,0,0,0,0
81442,"OR6N2",0,0,0,0,0,0,0,0,0,0,0,0
4332,"MNDA",0,0,0,0,0,0,0,0,0,0,0,0
149628,"PYHIN1",0,0,0,0,0,1,0,0,3,0,2,0
3428,"IFI16",2,0,1,1,0,2,2,0,5,5,3,2
9447,"AIM2",0,1,0,0,0,0,0,0,0,0,0,0
100189166,NA,0,0,0,0,0,0,0,0,0,0,0,0
57863,"CADM3",0,0,0,0,0,0,0,0,1,0,0,0
100131825,NA,0,0,0,0,0,0,0,0,0,0,0,0
2532,"ACKR1",0,0,0,0,0,0,0,0,1,0,0,0
2205,"FCER1A",0,0,0,0,0,0,0,0,1,0,0,0
441911,NA,0,0,0,0,0,0,0,0,0,0,0,0
26476,"OR10J1",0,0,0,0,0,0,0,0,0,0,0,0
127385,"OR10J5",0,0,0,0,0,0,0,0,0,0,0,0
325,"APCS",0,0,0,0,0,0,0,0,0,1,0,0
1401,"CRP",0,0,0,0,0,0,0,0,0,0,0,0
54935,"DUSP23",1975,1590,1698,2409,1787,2020,1392,1627,1073,1449,1358,955
343413,"FCRL6",3,4,2,5,0,0,1,4,2,0,0,1
56833,"SLAMF8",2,3,3,3,4,1,4,0,12,8,8,12
284677,"SNHG28",10,6,8,3,2,4,2,3,14,15,14,9
391123,"VSIG8",15,2,4,4,2,5,6,4,19,25,26,14
25790,"CFAP45",238,203,168,273,121,145,187,239,278,370,305,285
100422852,"MIR4259",0,0,0,0,0,0,0,0,0,0,0,0
8407,"TAGLN2",44025,33495,27130,43753,24471,28974,26817,35521,41461,59157,44046,43185
57549,"IGSF9",2901,2162,1604,2919,1486,2058,1272,1992,1426,1508,1585,1075
89886,"SLAMF9",5,3,6,5,2,1,3,7,1,3,5,4
100505633,NA,10,5,2,5,7,3,2,5,42,46,22,28
93183,"PIGM",3237,3089,2910,3294,1735,2540,2668,2939,758,999,711,853
3766,"KCNJ10",24,12,19,24,9,11,9,31,7,8,14,6
3765,"KCNJ9",67,48,29,64,19,42,37,47,10,10,11,6
93185,"IGSF8",4552,3880,2994,5619,2958,4471,2005,3070,5448,6420,6046,4111
477,"ATP1A2",1,2,0,1,2,3,0,7,25,19,6,13
480,"ATP1A4",3,8,6,6,19,14,10,12,1,8,1,7
844,"CASQ1",16,17,18,11,11,15,18,18,3,3,3,4
729867,"",35,45,28,46,16,25,40,29,19,33,23,27
8682,"PEA15",7986,6641,5221,8554,4806,6194,6122,6510,10508,14814,10529,10369
50717,"DCAF8",13503,12011,10564,14863,7564,10403,11365,12710,5161,6672,5364,5151
5824,"PEX19",7805,7329,6135,8344,3984,5920,6637,7197,5065,6461,4469,4598
4807,"NHLH1",45,36,39,42,23,37,49,42,27,49,35,50
1314,"COPA",21661,20032,16364,22992,10089,15850,19404,20524,18757,24892,17030,18032
474338,NA,33,46,44,61,26,42,25,44,26,32,33,21
23385,"NCSTN",13272,10892,8843,12924,6175,8704,10820,12093,6608,8715,6003,6149
57216,"VANGL2",289,240,97,269,104,137,111,174,57,46,56,49
114836,"SLAMF6",0,0,0,0,0,0,0,0,0,0,0,0
8832,"CD84",0,0,0,0,0,0,0,0,0,0,0,0
6504,"SLAMF1",0,0,0,0,0,0,0,0,0,0,0,0
962,"CD48",0,0,0,0,0,1,0,0,0,0,0,0
57823,"SLAMF7",5,2,0,17,3,0,0,0,4,3,5,1
4063,"LY9",1,2,0,0,0,0,2,0,0,0,0,0
51744,"CD244",3,1,0,0,0,0,0,0,0,0,0,0
55600,"ITLN1",3,1,2,3,0,1,1,4,0,0,0,0
101928372,"",1,0,0,0,0,1,0,0,1,1,0,0
142683,"ITLN2",4,6,7,5,4,4,7,9,1,1,0,0
50848,"F11R",20074,16482,13077,20331,9509,12803,15300,16956,19724,27730,18221,19356
100131187,"TSTD1",7516,5679,6681,9617,5490,7200,5031,5641,3012,4114,4739,2833
7391,"USF1",6662,4755,4341,6935,3817,4635,4264,4923,3247,4393,3135,3117
257106,"ARHGAP30",606,464,392,502,261,369,403,503,602,894,653,652
81607,"NECTIN4",4279,3243,2843,4213,2385,2880,2943,3666,4756,6726,4650,4897
126823,"KLHDC9",931,710,875,1104,597,874,777,813,703,905,824,688
5202,"PFDN2",4483,3821,3617,6127,3945,5606,3676,3264,1232,1638,1844,1219
4817,"NIT1",3294,2670,2495,3550,1939,2611,2609,2870,2129,2869,2202,2317
9191,"DEDD",5678,4997,4707,6070,3543,5021,4871,4773,2268,2995,2388,2381
51506,"UFC1",6859,5823,5014,8178,5104,6489,5286,5041,2977,4275,3046,3122
27005,"USP21",4089,3632,3358,4461,2166,3040,3306,4059,2083,2440,1939,1851
5498,"PPOX",2373,1667,1956,2492,1513,1824,1639,2094,1312,1588,1525,1293
8703,"B4GALT3",7371,6102,4977,7343,4499,5596,5217,6620,3971,5100,3871,3594
9507,"ADAMTS4",15,9,8,24,5,10,20,21,22,13,6,6
4720,"NDUFS2",16381,13979,12114,17222,11264,13429,13624,15245,8224,11506,7989,8177
2207,"FCER1G",16,16,15,20,11,15,27,19,7,12,10,13
336,"APOA2",0,4,0,1,1,0,0,1,1,0,0,0
84134,"TOMM40L",2225,1987,1590,2401,1660,1911,1783,2078,1179,1685,1081,1133
100847090,"MIR5187",1,1,0,1,0,1,0,0,2,5,1,4
9970,"NR1I3",55,39,39,53,33,29,43,48,54,57,49,47
654790,"PCP4L1",18,21,23,13,8,10,11,9,14,10,10,15
4359,"MPZ",6,5,4,3,6,3,4,4,2,0,2,0
6391,"SDHC",8377,7116,6733,9204,4953,7014,7262,7304,3396,5008,3070,3280
257177,"CFAP126",192,192,180,207,75,107,194,227,118,157,135,121
100189373,NA,0,1,0,0,2,0,1,0,0,0,1,1
100189407,NA,3,0,1,5,1,3,0,10,1,0,1,0
100189402,NA,0,0,0,1,0,0,0,0,0,0,0,0
100188997,NA,0,0,0,0,0,0,0,0,0,0,0,0
100189412,NA,0,0,0,0,0,0,1,0,1,0,3,1
100189394,NA,0,0,0,0,0,0,0,0,0,0,1,0
100189366,NA,0,0,0,0,0,0,0,0,0,0,0,0
100189091,NA,0,0,0,0,0,0,0,0,0,0,0,0
100189260,NA,0,0,0,0,0,0,0,0,0,0,0,0
100189235,NA,0,0,0,0,0,0,0,0,0,0,0,0
100189009,NA,0,0,0,0,0,0,0,0,0,0,0,0
100189252,NA,0,0,0,0,0,0,0,0,0,0,0,0
100189385,NA,0,0,0,0,0,0,0,0,0,0,0,0
100189141,NA,0,0,0,0,0,0,0,0,0,0,0,0
100189290,NA,0,0,0,0,0,0,0,0,0,0,0,0
100189316,NA,0,0,0,0,0,0,0,0,0,0,0,0
100189230,NA,0,0,0,0,0,0,0,0,0,0,0,0
100189259,NA,0,0,0,0,0,0,0,0,0,0,0,0
100189188,NA,0,0,0,0,0,0,0,0,0,0,0,0
100189134,NA,0,0,0,0,0,0,0,0,0,0,0,0
100189364,NA,0,0,0,0,0,0,0,0,0,0,0,0
100189160,NA,0,0,0,0,0,0,0,0,0,0,0,0
100189017,NA,0,0,0,0,0,0,0,0,0,0,0,0
100189039,NA,0,0,0,0,0,0,0,0,0,0,0,0
100189120,NA,0,0,0,0,0,0,0,0,0,0,0,0
100189139,NA,0,0,0,0,0,0,0,0,0,0,0,0
100189274,NA,1,1,0,0,0,0,0,0,0,0,0,0
2212,"FCGR2A",10,2,5,4,4,3,2,1,44,28,38,37
100189380,NA,0,0,0,0,0,0,0,0,0,0,0,0
3310,"HSPA6",15,18,3,26,13,21,5,17,238,388,236,156
100189018,NA,0,0,0,0,0,0,0,0,0,1,0,0
100189011,NA,1,0,0,1,1,0,0,0,0,0,0,0
100189126,NA,0,0,0,0,1,2,0,0,0,1,0,0
2214,"FCGR3A",1,0,1,1,3,3,1,0,1,3,2,4
9103,NA,2,1,0,0,0,1,0,0,5,3,3,4
3311,NA,3,0,1,5,1,1,0,3,2,11,8,10
100189003,NA,0,0,0,1,0,0,1,0,3,2,3,1
2215,"FCGR3B",1,4,3,3,8,2,1,1,7,2,0,3
2213,"FCGR2B",0,0,0,0,1,0,0,0,1,3,2,2
641311,"RPL31P11",2,0,0,1,0,0,1,0,1,0,1,0
84824,"FCRLA",0,0,0,0,0,0,0,0,0,0,1,1
127943,"FCRLB",56,84,76,73,68,91,61,69,64,73,53,53
11266,"DUSP12",2081,1861,1923,2626,1558,2138,1368,1455,718,927,804,675
102724329,NA,0,1,3,0,0,1,3,0,0,1,0,0
22926,"ATF6",7521,7085,6169,8386,4178,6109,6428,6260,3573,5018,3142,3619
25903,"OLFML2B",13,12,13,12,39,42,36,35,10,12,5,17
9722,"NOS1AP",508,628,270,538,273,413,313,446,205,280,200,177
100616386,"MIR4654",0,0,0,0,0,0,0,1,0,0,0,0
693141,"MIR556",0,0,0,0,0,0,0,0,2,1,1,0
284680,"SPATA46",39,39,19,22,13,15,17,20,17,21,14,14
400793,"C1orf226",1985,2415,1322,1914,1409,1897,1572,2147,958,1318,790,857
117157,"SH2D1B",0,5,1,3,0,1,3,2,1,1,1,0
127933,"UHMK1",7724,8161,8720,7707,3181,5938,6737,7216,10265,11784,8396,9666
6675,"UAP1",4911,4735,4614,5831,2733,4294,4331,3806,2354,2921,2174,2135
4921,"DDR2",69,73,65,65,33,42,80,61,61,78,41,54
51478,"HSD17B7",1479,1135,954,1574,823,1062,1045,1014,504,795,572,524
339512,"CCDC190",1,0,0,0,0,0,0,0,0,0,0,0
5999,"RGS4",0,1,0,1,0,1,0,0,2,3,0,0
8490,"",64,46,58,74,33,29,66,57,81,97,82,69
8490,"RGS5",64,46,58,74,33,29,66,57,81,97,82,69
101928404,"RGS5-AS1",0,0,0,0,0,0,0,0,0,0,1,0
83540,"NUF2",1151,1160,1467,1636,791,1298,1044,866,1506,2208,1893,1791
100422212,NA,0,0,0,0,0,0,0,0,0,0,0,0
5087,"PBX1",21497,15469,16816,23196,7368,11194,16856,17803,26565,31596,23272,23653
100505795,"PBX1-AS1",11,7,6,14,2,8,13,5,9,10,19,14
4009,"LMX1A",0,0,1,0,0,0,0,0,0,2,0,0
6258,"RXRG",30,9,10,13,16,14,5,19,18,28,28,25
400794,"LRRC52-AS1",0,0,0,0,0,0,1,0,1,0,1,0
440699,"LRRC52",8,4,2,2,0,1,2,1,2,1,6,6
4259,"MGST3",2075,1684,1747,2253,1505,1791,1714,1561,3305,5186,4024,3833
223,"ALDH9A1",5261,5145,5389,6410,3143,5223,4799,4690,5619,7848,5416,5450
440700,"",2,2,1,4,2,3,1,1,0,5,5,4
54499,"TMCO1",5296,4803,5416,6329,3384,5124,4784,4219,7522,10995,8178,7830
100147773,NA,38,43,42,50,19,36,39,36,12,17,12,15
7371,"UCK2",6726,7348,5756,6701,5625,7021,6201,6734,4780,7000,4923,4724
100500832,"MIR3658",0,0,0,0,0,0,0,0,0,0,0,0
149297,"FAM78B",67,74,66,77,41,42,49,51,56,63,51,56
100126349,"MIR921",0,0,0,0,0,0,0,0,0,0,0,0
116123,"FMO9P",0,0,0,1,0,1,0,0,21,62,20,33
57645,"POGK",8703,8694,7283,8963,4288,6747,6846,7578,6618,8151,6318,6284
117143,"TADA1",1518,1582,1372,1759,816,1233,1275,1269,930,1239,937,930
387597,"ILDR2",3,0,3,3,8,4,6,3,36,44,18,34
84944,"MAEL",2,0,0,3,0,0,0,0,0,2,1,2
10223,"GPA33",0,1,0,2,0,0,0,0,0,1,1,0
92235,"STYXL2",0,2,0,1,0,0,0,0,1,3,0,0
101928484,"LINC01363",1,0,1,0,0,0,0,3,0,3,1,3
5451,"POU2F1",4169,3646,3557,4339,2374,2868,3498,3479,2331,2890,2332,2324
919,"CD247",1,4,0,5,1,0,2,1,3,5,2,3
8804,"CREG1",3207,3113,4179,3583,1858,3309,2888,2546,4934,6592,4525,4793
92241,"RCSD1",0,0,0,0,0,0,0,0,2,2,1,2
100189211,NA,3,0,1,2,0,0,0,0,0,0,0,0
100189019,NA,0,0,0,0,0,0,0,0,0,0,0,0
9019,"MPZL1",5122,4879,4212,5536,3719,4772,4209,4618,8246,10845,7238,7935
55811,"ADCY10",12,6,13,13,2,5,6,11,27,20,22,26
25874,"MPC2",1849,1723,2460,2479,1548,2500,1615,1337,1616,2528,1992,1881
55827,"DCAF6",4943,4464,4410,5911,2963,4028,4588,4105,5365,7196,5435,4952
100313835,"MIR1255B2",0,0,0,0,0,0,0,0,0,0,0,0
23432,"GPR161",109,62,46,109,39,51,83,70,238,186,224,156
261726,"TIPRL",2578,2636,3001,3283,1480,2800,1976,1916,3089,4086,3022,3147
375035,"SFT2D2",296,240,202,298,152,231,198,230,391,488,369,289
84832,"ANKRD36BP1",99,114,115,74,32,86,62,107,345,349,285,293
9095,"TBX19",127,94,85,125,58,88,72,108,311,314,297,268
693142,"MIR557",0,0,0,0,0,0,0,0,0,0,0,1
100505918,NA,3,2,3,7,5,2,2,1,1,0,0,0
101928565,"",0,0,1,2,0,1,0,1,0,0,1,0
6846,"XCL2",6,7,2,6,1,7,11,7,0,1,0,0
6375,"XCL1",53,32,38,68,42,44,38,24,2,2,0,0
1805,"DPT",0,1,3,2,0,1,2,5,2,0,0,1
79100,"LINC00626",13,5,3,9,2,0,7,4,0,1,1,0
101978719,"LINC00970",1,1,1,1,0,1,0,1,0,0,1,0
101928596,"",182,117,134,265,92,108,72,79,145,173,178,92
481,"ATP1B1",7629,6397,5496,7944,2777,4531,6064,5585,5327,7056,4724,5151
29922,"NME7",858,800,895,1104,516,914,779,676,439,639,474,473
8548,"BLZF1",2484,2310,2279,3022,1141,2025,2128,1994,2304,2739,2143,2325
57821,"CCDC181",4,5,13,9,6,8,11,7,19,24,18,28
10560,"SLC19A2",3155,2860,2912,3408,1398,2343,2481,2439,1517,1785,1426,1633
2153,"F5",17,6,15,13,5,9,9,8,9,14,10,8
6403,"SELP",0,1,0,0,0,0,0,0,0,2,0,0
6402,"SELL",38,42,25,53,26,30,29,28,23,21,17,20
6401,"SELE",0,0,0,1,1,0,1,0,1,0,0,1
92342,"METTL18",336,293,373,439,202,339,221,237,296,386,293,238
55732,"C1orf112",1314,1013,1093,1425,664,998,908,937,1174,1368,1137,1118
57147,"SCYL3",1371,1130,1190,1549,581,1030,1229,1209,1814,2447,1796,1862
22920,"KIFAP3",1951,1766,1919,2383,1024,1688,1522,1521,1998,2702,1801,1996
149281,"NTMT2",1,2,1,0,0,0,0,0,1,1,1,0
100423010,"MIR3119-2",0,0,0,0,0,0,0,0,0,0,0,0
100422839,"MIR3119-1",0,0,0,0,0,0,0,0,0,0,0,0
284688,"LINC01142",0,0,0,0,0,0,0,0,0,0,0,0
101928650,NA,4,9,1,9,2,2,3,10,12,12,11,11
92344,"GORAB",610,580,613,728,271,474,481,484,604,695,602,624
5396,"PRRX1",0,0,0,1,0,1,0,0,2,1,2,1
80133,"MROH9",1,4,2,1,0,0,2,0,0,0,0,0
2328,"FMO3",1,0,0,0,0,0,0,0,0,0,2,1
100302178,"MIR1295A",0,0,0,0,0,0,0,0,0,0,0,0
100847009,"MIR1295B",0,0,0,0,0,0,0,0,0,0,0,0
388714,"FMO6P",1,2,0,0,0,0,0,0,0,0,0,0
2327,"FMO2",8,6,12,5,5,3,8,8,0,1,0,0
2326,"FMO1",18,18,19,17,6,5,19,20,0,0,5,2
2329,"FMO4",240,223,251,266,125,198,260,230,361,416,345,429
7151,NA,13,6,17,9,9,22,9,8,29,23,36,40
23215,"PRRC2C",26242,25981,18541,27239,9976,16253,21896,23025,24486,29606,20992,22718
4653,"MYOC",0,0,0,0,0,0,0,0,0,0,0,0
8674,"VAMP4",516,527,609,633,341,527,438,441,646,884,683,760
51603,"METTL13",8113,6603,5303,8493,4792,5827,5736,7075,4641,6365,4201,4076
26052,"DNM3",412,404,452,441,235,377,365,407,67,63,44,56
